"","title","year","test","clean_test","binary","budget_2013","domgross_2013","intgross_2013"
"699","Live Free or Die Hard",2007,"notalk","notalk","FAIL",123589783,151149634,430914277
"700","Michael Clayton",2007,"men-disagree","men","FAIL",24156185,55091699,104475669
"701","Music and Lyrics",2007,"men","men","FAIL",44941739,56820503,162937935
"702","No Country for Old Men",2007,"dubious","dubious","FAIL",28088587,83449513,184318713
"703","No Reservations",2007,"ok","ok","PASS",31459218,48433689,102990511
"704","Paranormal Activity",2007,"dubious","dubious","FAIL",505595,121251476,218173082
"705","Persepolis",2007,"ok","ok","PASS",8201867,4992356,25552185
"706","Pirates of the Caribbean: At World&#39;s End",2007,"ok","ok","PASS",337063045,347647302,1079721346
"707","Premonition",2007,"ok","ok","PASS",22470870,53764481,91525361
"708","Ratatouille",2007,"nowomen-disagree","nowomen","FAIL",168531522,231950669,703955827
"709","Resident Evil: Extinction",2007,"ok","ok","PASS",50559457,56905993,164220396
"710","Rush Hour 3",2007,"notalk","notalk","FAIL",202237827,157437618,284285677
"711","Shooter",2007,"notalk-disagree","notalk","FAIL",67412609,52810568,107527136
"712","Shrek the Third",2007,"ok-disagree","ok","PASS",179766957,362589890,907071412
"713","St. Trinian&#39;s",2007,"ok","ok","PASS",12808396,16853,25219695
"714","Stardust",2007,"ok","ok","PASS",78648044,43408033,152303819
"715","Sunshine",2007,"notalk-disagree","notalk","FAIL",44941739,4144258,35987783
"716","Superbad",2007,"notalk-disagree","notalk","FAIL",19662011,136469216,190848721
"717","Sydney White",2007,"ok","ok","PASS",18538467,13361645,15321020
"718","Teeth",2007,"dubious-disagree","dubious","FAIL",2247087,390519,2641047
"719","The Bucket List",2007,"notalk","notalk","FAIL",50559457,105013679,195845194
"720","The Golden Compass",2007,"ok","ok","PASS",230326414,78769081,418222056
"721","The Kite Runner",2007,"nowomen","nowomen","FAIL",22470870,17752075,83345293
"722","The Man from Earth",2007,"notalk","notalk","FAIL",224709,NA,NA
"723","The Messengers",2007,"ok","ok","PASS",17976696,39745163,60418363
"724","The Mist",2007,"ok","ok","PASS",14606065,28755697,61544892
"725","The Number 23",2007,"notalk","notalk","FAIL",35953391,39541053,87179297
"726","The Savages",2007,"ok","ok","PASS",10111891,7441321,11956776
"727","The Signal",2007,"men","men","FAIL",56177,282178,456495
"728","The Simpsons Movie",2007,"ok","ok","PASS",81456903,205760152,592187212
"729","The Visitor",2007,"dubious","dubious","FAIL",4494174,10591674,21543741
"730","There Will Be Blood",2007,"nowomen-disagree","nowomen","FAIL",28088587,45191743,86747344
"731","TMNT",2007,"notalk-disagree","notalk","FAIL",39324022,60838866,107968055
"732","Transformers",2007,"notalk-disagree","notalk","FAIL",169655066,358686980,795775055
"733","Tropa de Elite",2007,"ok-disagree","ok","PASS",7345604,9824,16088238
"734","Waitress",2007,"ok","ok","PASS",1685315,21456928,24961971
"735","We Own the Night",2007,"nowomen","nowomen","FAIL",31459218,32091974,62140782
"736","White Noise 2: The Light",2007,"notalk","notalk","FAIL",11235435,NA,9262006
"737","300",2006,"nowomen-disagree","nowomen","FAIL",69347781,243427977,524918705
"738","A Scanner Darkly",2006,"notalk","notalk","FAIL",23115927,6358748,8558769
"739","Akeelah and the Bee",2006,"ok","ok","PASS",9246371,21784947,21913233
"740","Aquamarine",2006,"ok","ok","PASS",13869556,21494740,26558990
"741","Bandidas",2006,"ok","ok","PASS",40452872,NA,21266653
"742","Black Christmas",2006,"ok","ok","PASS",10402167,18765207,18765207
"743","Blood Diamond",2006,"notalk","notalk","FAIL",115579635,66317186,198077969
"744","Bon Cop, Bad Cop",2006,"notalk","notalk","FAIL",9246371,14645442,14645442
"745","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,"notalk","notalk","FAIL",20804334,148526717,302324822
"746","Bug",2006,"ok","ok","PASS",4623185,8098328,8098328
"747","Cars",2006,"notalk-disagree","notalk","FAIL",80905744,282110219,533594150
"748","Casino Royale",2006,"notalk","notalk","FAIL",117891227,193439856,689276488
"749","Children of Men",2006,"ok","ok","PASS",87840522,41091314,80270290
"750","Clerks II",2006,"dubious","dubious","FAIL",5778982,27910249,29928737
"751","Crank",2006,"nowomen","nowomen","FAIL",13869556,32175530,50768266
"752","Das Leben Der Anderen",2006,"nowomen-disagree","nowomen","FAIL",2311593,13042765,93847250
"753","DOA: Dead or Alive",2006,"ok","ok","PASS",34673890,555145,8964615
"754","El laberinto del fauno (Pan's Labyrinth)",2006,"ok-disagree","ok","PASS",18492742,43497951,100602327
"755","Eragon",2006,"notalk","notalk","FAIL",115579635,86719588,288357452
"756","Fido",2006,"men","men","FAIL",9246371,344554,485204
"757","Final Destination 3",2006,"ok","ok","PASS",28894909,62526330,130371575
"758","Flushed Away",2006,"nowomen","nowomen","FAIL",172213656,74740347,205345335
"759","For Your Consideration",2006,"ok","ok","PASS",13869556,6414581,6414581
"760","Friends with Money",2006,"ok","ok","PASS",7512676,15451191,20247613
"761","Ice Age: The Meltdown",2006,"notalk","notalk","FAIL",86684726,225762418,753462808
"762","Idlewild",2006,"ok","ok","PASS",17336945,14643840,14643840
"763","Inside Man",2006,"dubious-disagree","dubious","FAIL",57789817,102443127,213399577
"764","Jackass Number Two",2006,"notalk","notalk","FAIL",12713760,84117369,98564824
"765","Lady in the Water",2006,"men","men","FAIL",86684726,48873044,84124832
"766","Last Holiday",2006,"ok","ok","PASS",52010836,44382535,50095967
"767","Letters from Iwo Jima",2006,"notalk","notalk","FAIL",15025353,15899229,79468028
"768","Little Children",2006,"ok","ok","PASS",16181149,6314137,17063043
"769","Little Miss Sunshine",2006,"ok","ok","PASS",9246371,69221912,116216452
"770","London To Brighton",2006,"ok","ok","PASS",953532,NA,705933
"771","Lucky Number Slevin",2006,"notalk-disagree","notalk","FAIL",31206501,26000177,64141457
"772","Man of the Year",2006,"notalk","notalk","FAIL",23115927,43275535,47783141
"773","Marie Antoinette",2006,"ok","ok","PASS",46231854,18449366,70344622
"774","Miss Potter",2006,"ok","ok","PASS",34673890,3473867,41482984
"775","Monster House",2006,"ok","ok","PASS",86684726,85137126,163276310
"776","Nacho Libre",2006,"nowomen-disagree","nowomen","FAIL",36985483,92692547,114766488
"777","Night at the Museum",2006,"ok","ok","PASS",127137598,289946849,663982857
"778","Notes on a Scandal",2006,"ok","ok","PASS",31784400,20238130,57503632
"779","Once",2006,"men","men","FAIL",173369,10917487,21956864
"780","Open Season",2006,"notalk","notalk","FAIL",98242689,98364347,219487695
"781","Paris je t&#39;aime",2006,"dubious","dubious","FAIL",15025353,5614135,5614135
"782","Perfume: The Story of a Murderer",2006,"ok","ok","PASS",73624227,2569674,154418394
"783","Pirates of the Caribbean: Dead Man&#39;s Chest",2006,"men-disagree","men","FAIL",260054178,489266869,1225855881
"784","Poseidon",2006,"men","men","FAIL",184927415,70127732,209979090
"785","Quinceanera",2006,"ok","ok","PASS",462319,1956408,2915828
"786","Rang De Basanti",2006,"ok","ok","PASS",6125721,2540087,33746588
"787","Running with Scissors",2006,"ok","ok","PASS",13869556,7928763,10063173
"788","She&#39;s the Man",2006,"men-disagree","men","FAIL",28894909,39168966,63891969
"789","Sherrybaby",2006,"dubious","dubious","FAIL",2311593,230207,719837
"790","Shortbus",2006,"ok","ok","PASS",2311593,2294593,2294593
"791","Silent Hill",2006,"ok","ok","PASS",57789817,54302354,115559561
"792","Slither",2006,"ok","ok","PASS",17625894,9018043,14944843
"793","Smokin&#39; Aces",2006,"dubious-disagree","dubious","FAIL",19648538,41218854,64779219
"794","Snakes on a Plane",2006,"ok","ok","PASS",38141279,39321133,71683430
"795","Southland Tales",2006,"ok","ok","PASS",19648538,318283,421411
"796","Stick It",2006,"ok","ok","PASS",23115927,31103330,35135878
"797","Stranger Than Fiction",2006,"ok","ok","PASS",34673890,46734845,52282667
"798","Superman Returns",2006,"notalk","notalk","FAIL",268144752,231297965,451770741
"799","Take the Lead",2006,"ok","ok","PASS",34673890,40154753,75578093
"800","The Ant Bully",2006,"men","men","FAIL",52010836,32527039,57340095
"801","The Break Up",2006,"notalk","notalk","FAIL",60101410,137316349,234562168
"802","The Da Vinci Code",2006,"notalk","notalk","FAIL",144474543,251427474,887444081
"803","The Dead Girl",2006,"ok","ok","PASS",3814128,22971,22971
"804","The Departed",2006,"notalk","notalk","FAIL",104021671,154080367,335803963
"805","The Devil Wears Prada",2006,"ok","ok","PASS",40452872,144174568,377426561
"806","The Fountain",2006,"dubious","dubious","FAIL",40452872,11724410,17870505
"807","The Grudge 2",2006,"ok","ok","PASS",23115927,45242306,81765471
"808","The History Boys",2006,"notalk","notalk","FAIL",4276446,3155666,15517247
"809","The Holiday",2006,"ok-disagree","ok","PASS",98242689,73138793,237158227
"810","The Host",2006,"ok","ok","PASS",57789817,30771576,67253922
"811","The Illusionist",2006,"nowomen","nowomen","FAIL",19070640,46080031,96846559
"812","The Lake House",2006,"dubious","dubious","FAIL",46231854,60482951,132720223
"813","The Painted Veil",2006,"dubious","dubious","FAIL",22422449,9316281,17474248
"814","The Prestige",2006,"notalk","notalk","FAIL",46231854,61361102,124705810
"815","The Pursuit of Happyness",2006,"nowomen-disagree","nowomen","FAIL",63568799,187916346,355205844
"816","The Queen",2006,"dubious-disagree","dubious","FAIL",17336945,65235123,148965821
"817","The Wind That Shakes the Barley",2006,"notalk-disagree","notalk","FAIL",9593110,2114116,29669493
"818","Ultraviolet",2006,"notalk","notalk","FAIL",34673890,21407734,23950486
"819","Volver",2006,"ok","ok","PASS",10864486,14909619,98936014
"820","We Are Marshall",2006,"notalk","notalk","FAIL",75126763,50329573,50329573
"821","When a Stranger Calls",2006,"ok","ok","PASS",17336945,55316660,77374176
"822","Wristcutters: A Love Story",2006,"notalk","notalk","FAIL",1155796,515676,531824
"823","X-Men: The Last Stand",2006,"ok","ok","PASS",242717233,270875277,530926095
"824","You, Me and Dupree",2006,"notalk","notalk","FAIL",62413003,87611686,150718167
"825","Zoom",2006,"ok","ok","PASS",40452872,13857222,14454606
"826","Zwartboek",2006,"ok","ok","PASS",25427520,5083807,31481990
"827","AEon Flux",2005,"ok","ok","PASS",65616822,30849435,57209924
"828","Assault on Precinct 13",2005,"ok","ok","PASS",35790994,23909452,42997982
"829","Batman Begins",2005,"notalk","notalk","FAIL",178954969,244981925,445357804
"830","Beauty Shop",2005,"ok","ok","PASS",29825828,43368365,45754431
"831","Bewitched",2005,"ok","ok","PASS",95442650,75534696,156477397
"832","BloodRayne",2005,"dubious","dubious","FAIL",29825828,2869746,4301386
"833","Boogeyman",2005,"men","men","FAIL",23860663,55777141,80163307
"834","Boynton Beach Club",2005,"ok","ok","PASS",3459796,3731178,3731178
"835","Brick",2005,"notalk","notalk","FAIL",536865,2476430,4876515
"836","Brokeback Mountain",2005,"notalk","notalk","FAIL",16583160,99073958,207704444
"837","Capote",2005,"dubious","dubious","FAIL",8351232,34300335,59561080
"838","Charlie and the Chocolate Factory",2005,"ok","ok","PASS",178954969,246312517,566045396
"839","Chinjeolhan geumjassi",2005,"ok","ok","PASS",5368649,252526,28002720
"840","Cinderella Man",2005,"men","men","FAIL",104986915,73550386,129491710
"841","Coach Carter",2005,"ok","ok","PASS",53686491,80249227,91469619
"842","Constantine",2005,"notalk","notalk","FAIL",89477485,90642097,275453129
"843","Conversations with Other Women",2005,"nowomen-disagree","nowomen","FAIL",536865,452658,1084540
"844","Corpse Bride",2005,"dubious","dubious","FAIL",35790994,63659187,136925192
"845","Cursed",2005,"ok","ok","PASS",41756160,23019456,29962909
"846","Danny the dog",2005,"notalk","notalk","FAIL",51300425,29274195,58503506
"847","Dark Water",2005,"ok","ok","PASS",71581988,30390244,59023039
"848","Dear Wendy",2005,"notalk","notalk","FAIL",9544265,27566,532615
"849","Domino",2005,"ok","ok","PASS",59651656,12132195,27403019
"850","Doom",2005,"notalk","notalk","FAIL",83512319,33658253,65154327
"851","Fantastic Four",2005,"notalk-disagree","notalk","FAIL",104390399,184557548,394556433
"852","Flightplan",2005,"ok","ok","PASS",65616822,107023409,269275914
"853","Fun with Dick and Jane",2005,"ok","ok","PASS",167024638,131889812,240751838
"854","Good Night, and Good Luck.",2005,"notalk","notalk","FAIL",8351232,37581997,67510048
"855","Hard Candy",2005,"ok-disagree","ok","PASS",1133381,1222429,9862884
"856","Harry Potter and the Goblet of Fire",2005,"notalk-disagree","notalk","FAIL",178954969,345995160,1070044630
"857","Herbie Fully Loaded",2005,"ok","ok","PASS",59651656,78752930,171928818
"858","Hide and Seek",2005,"ok","ok","PASS",29825828,60964573,146862958
"859","Hitch",2005,"men","men","FAIL",65616822,212102508,437585770
"860","Hoodwinked!",2005,"ok","ok","PASS",20878080,61305929,131046803
"861","Hostel",2005,"notalk","notalk","FAIL",5726559,56462050,98116369
"862","Hustle &amp; Flow",2005,"dubious","dubious","FAIL",3340493,26488687,28112307
"863","Ice Princess",2005,"ok","ok","PASS",29825828,29087739,30699527
"864","Jarhead",2005,"nowomen","nowomen","FAIL",85898385,74740591,115661627
"865","Junebug",2005,"ok","ok","PASS",1193033,3194955,4244757
"866","Just Like Heaven",2005,"ok","ok","PASS",69195921,57645130,120123026
"867","King Kong",2005,"nowomen","nowomen","FAIL",246957858,260176695,656785445
"868","Kingdom of Heaven",2005,"nowomen","nowomen","FAIL",131233644,56547877,261099301
"869","Kiss Kiss Bang Bang",2005,"notalk","notalk","FAIL",17895497,5053494,15635698
"870","Lord of War",2005,"men","men","FAIL",50107391,28811311,74138215
"871","Madagascar",2005,"nowomen","nowomen","FAIL",89477485,230965870,663994001
"872","Man of the House",2005,"ok","ok","PASS",59651656,23502402,26365681
"873","Match Point",2005,"ok","ok","PASS",17895497,27547047,104974897
"874","Me and You and Everyone We Know",2005,"ok","ok","PASS",2386066,4635094,10051933
"875","Memoirs of a Geisha",2005,"ok","ok","PASS",101407816,68015836,192687798
"876","MirrorMask",2005,"ok","ok","PASS",4772133,1031925,1149158
"877","Miss Congeniality 2: Armed &amp; Fabulous",2005,"ok","ok","PASS",71581988,57835867,120952557
"878","Mr. &amp; Mrs. Smith",2005,"men","men","FAIL",131233644,222305354,570671028
"879","Munich",2005,"notalk","notalk","FAIL",89477485,56524824,155427270
"880","North Country",2005,"ok","ok","PASS",35790994,21861428,30093356
"881","Oliver Twist",2005,"notalk","notalk","FAIL",77547153,2470676,31819291
"882","Pride and Prejudice",2005,"ok","ok","PASS",33404928,45779857,144259786
"883","Proof",2005,"ok","ok","PASS",23860663,8989900,9883481
"884","Red Eye",2005,"ok","ok","PASS",31018861,69066839,114001241
"885","Rent",2005,"ok","ok","PASS",47721325,34690477,37784099
"886","Robots",2005,"notalk-disagree","notalk","FAIL",95442650,152946861,311023751
"887","Saw II",2005,"dubious-disagree","dubious","FAIL",5965166,103823819,182444702
"888","Serenity",2005,"ok","ok","PASS",46528292,30439664,45949095
"889","Shopgirl",2005,"men","men","FAIL",8947748,12269777,14028182
"890","Sin City",2005,"ok-disagree","ok","PASS",47721325,88408312,189398567
"891","Sisters in Law",2005,"ok","ok","PASS",357910,39742,39742
"892","Sky High",2005,"ok","ok","PASS",71581988,76281887,97384257
"893","Son of the Mask",2005,"notalk","notalk","FAIL",119303313,20303541,71484662
"894","Star Wars: Episode III - Revenge of the Sith",2005,"notalk-disagree","notalk","FAIL",137198810,453675396,1012883787
"895","Stealth",2005,"notalk","notalk","FAIL",164638572,38316342,91167710
"896","Strangers with Candy",2005,"ok","ok","PASS",2386066,2472734,2478937
"897","Thank You for Smoking",2005,"notalk","notalk","FAIL",8947748,29579478,47741203
"898","The 40 Year Old Virgin",2005,"men-disagree","men","FAIL",31018861,130576566,211596412
"899","The Adventures of Sharkboy and Lavagirl 3-D",2005,"notalk","notalk","FAIL",59651656,46740275,82827477
"900","The Amityville Horror",2005,"ok","ok","PASS",22071113,77825570,130250195
"901","The Ballad of Jack and Rose",2005,"ok","ok","PASS",1789550,849790,1343663
"902","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"ok","ok","PASS",214745963,348020836,893351507
"903","The Constant Gardener",2005,"ok","ok","PASS",30422345,40061811,96730885
"904","The Descent",2005,"ok","ok","PASS",8351232,31048038,68038213
"905","The Devil&#39;s Rejects",2005,"ok","ok","PASS",8351232,20335227,24982624
"906","The Exorcism of Emily Rose",2005,"ok","ok","PASS",21474596,89563925,172497916
"907","The Fog",2005,"ok","ok","PASS",21474596,35207734,44200119
"908","The Hitchhiker&#39;s Guide to the Galaxy",2005,"notalk-disagree","notalk","FAIL",53686491,60867491,124098247
"909","The Island",2005,"ok","ok","PASS",143163975,42733150,194486964
"910","The Jacket",2005,"men","men","FAIL",34001444,7517458,18435915
"911","The Legend of Zorro",2005,"notalk","notalk","FAIL",95442650,54372886,168784763
"912","The New World",2005,"dubious","dubious","FAIL",35790994,15165948,31238857
"913","The Ring Two",2005,"ok","ok","PASS",59651656,90600996,193201845
"914","The Skeleton Key",2005,"ok","ok","PASS",47721325,57155491,110065560
"915","The Squid and the Whale",2005,"men","men","FAIL",1789550,8795916,13351738
"916","The Wedding Date",2005,"ok","ok","PASS",17895497,37851356,56281383
"917","Transamerica",2005,"ok","ok","PASS",1193033,10755555,19748472
"918","Tristram Shandy: A Cock and Bull Story",2005,"men","men","FAIL",5666907,1495363,3652785
"919","V for Vendetta",2005,"ok-disagree","ok","PASS",59651656,84122001,154177511
"920","Waiting...",2005,"ok","ok","PASS",1342162,19237114,22277835
"921","Walk the Line",2005,"ok","ok","PASS",34597961,142590606,223941260
"922","War of the Worlds",2005,"notalk","notalk","FAIL",157480373,279504224,723976090
"923","Water",2005,"ok","ok","PASS",3579099,6596452,9686481
"924","White Noise",2005,"notalk","notalk","FAIL",11930331,66922430,109871622
"925","Yours, Mine and Ours",2005,"ok","ok","PASS",53686491,63660149,86327778
"926","Zathura: A Space Adventure",2005,"nowomen","nowomen","FAIL",77547153,33459258,69846769
"927","13 Going on 30",2004,"ok","ok","PASS",36995786,70464299,118928779
"928","2046",2004,"ok","ok","PASS",14798315,1778681,23680825
"929","50 First Dates",2004,"men-disagree","men","FAIL",92489466,148941129,242105970
"930","A Cinderella Story",2004,"ok","ok","PASS",23430665,63433191,86407246
"931","A Home at the End of The World",2004,"dubious","dubious","FAIL",8015754,1268976,1274887
"932","A Very Long Engagement",2004,"ok","ok","PASS",67825608,7606108,73506419
"933","Anchorman: The Legend of Ron Burgundy",2004,"men-disagree","men","FAIL",30829822,103757037,110205951
"934","Around the World in 80 Days",2004,"notalk","notalk","FAIL",135651216,29601758,88795016
"935","AVP: Alien vs. Predator",2004,"dubious-disagree","dubious","FAIL",86323501,99002076,212779439
"936","Banlieue 13",2004,"nowomen","nowomen","FAIL",18497893,1480098,13821985
"937","Before Sunset",2004,"nowomen","nowomen","FAIL",2466386,7143667,13927421
"938","Bridget Jones: The Edge of Reason",2004,"ok","ok","PASS",61659644,49578078,325432881
"939","Catwoman",2004,"ok","ok","PASS",123319288,49577287,101301096
"940","Cellular",2004,"ok","ok","PASS",55493679,39466636,75811746
"941","Closer",2004,"ok","ok","PASS",43161751,41913460,142404808
"942","Collateral",2004,"nowomen-disagree","nowomen","FAIL",73991573,123529118,268429281
"943","Connie and Carla",2004,"ok","ok","PASS",24663858,9924151,9924151
"944","Crash",2004,"ok","ok","PASS",9006109,68238010,124765870
"945","D.E.B.S.",2004,"ok","ok","PASS",4316175,119364,119364
"946","Dawn of the Dead",2004,"ok","ok","PASS",34529401,72746991,127577349
"947","Dodgeball: A True Underdog Story",2004,"ok","ok","PASS",36995786,140986916,206919534
"948","Ella Enchanted",2004,"ok","ok","PASS",43161751,28256983,28256983
"949","Eternal Sunshine of the Spotless Mind",2004,"men","men","FAIL",24663858,42380545,90014995
"950","Eulogy",2004,"ok","ok","PASS",12331929,86973,86973
"951","Finding Neverland",2004,"ok","ok","PASS",30829822,63727222,141861709
"952","Flight of the Phoenix",2004,"nowomen","nowomen","FAIL",92489466,25908371,41939879
"953","Garden State",2004,"ok","ok","PASS",3082982,33027761,44430462
"954","Harold and Kumar Go to White Castle",2004,"ok-disagree","ok","PASS",11098736,22475144,22475144
"955","Harry Potter and the Prisoner of  Azkaban",2004,"ok","ok","PASS",160315074,307729658,982470644
"956","Hellboy",2004,"notalk","notalk","FAIL",73991573,73527840,123102194
"957","Home on the Range",2004,"ok","ok","PASS",135651216,61692142,94317626
"958","I Heart Huckabees",2004,"ok","ok","PASS",27130243,15766017,24706665
"959","I, Robot",2004,"notalk-disagree","notalk","FAIL",129485252,178567590,429892298
"960","In Good Company",2004,"notalk","notalk","FAIL",32063015,56097638,78295110
"961","Kinsey",2004,"ok","ok","PASS",13565122,12596630,16032690
"962","Kung Fu Hustle",2004,"nowomen-disagree","nowomen","FAIL",24663858,21093356,124558238
"963","Layer Cake",2004,"notalk","notalk","FAIL",8015754,2885618,14613600
"964","Lemony Snicket&#39;s A Series of Unfortunate Events",2004,"ok","ok","PASS",123319288,146290116,248645124
"965","Maria Full of Grace",2004,"ok","ok","PASS",3946217,8052286,17808733
"966","Mean Girls",2004,"ok","ok","PASS",22197472,106112827,161490339
"967","Million Dollar Baby",2004,"ok","ok","PASS",36995786,123926269,286120974
"968","Miracle",2004,"notalk","notalk","FAIL",34529401,79390606,79509747
"969","My Summer of Love",2004,"ok","ok","PASS",2096428,1234321,6106125
"970","Napoleon Dynamite",2004,"notalk-disagree","notalk","FAIL",493277,54927590,56878201
"971","New York Minute",2004,"notalk-disagree","notalk","FAIL",49327715,17287347,26163275
"972","Primer",2004,"notalk","notalk","FAIL",8632,523811,697797
"973","Raising Helen",2004,"ok","ok","PASS",61659644,46226886,53446952
"974","Ray",2004,"dubious","dubious","FAIL",49327715,92866817,153930950
"975","Resident Evil: Apocalypse",2004,"ok","ok","PASS",61659644,62572303,159007986
"976","Saved!",2004,"ok-disagree","ok","PASS",6165964,10958349,12613378
"977","Saw",2004,"men-disagree","men","FAIL",1479831,68053804,127137678
"978","Secret Window",2004,"notalk","notalk","FAIL",49327715,59141502,113591309
"979","Shark Tale",2004,"notalk","notalk","FAIL",92489466,199052129,453599307
"980","Shaun of the Dead",2004,"ok-disagree","ok","PASS",6165964,16700976,37405681
"981","Shrek 2",2004,"ok-disagree","ok","PASS",86323501,544117065,1155511754
"982","Sideways",2004,"ok","ok","PASS",20964279,88176131,135496025
"983","Sky Captain and the World of Tomorrow",2004,"ok-disagree","ok","PASS",86323501,46565462,61327735
"984","Spanglish",2004,"ok","ok","PASS",92489466,51848757,67017030
"985","Spider-Man 2",2004,"notalk-disagree","notalk","FAIL",246638575,460627734,966459425
"986","Team America: World Police",2004,"men","men","FAIL",24663858,40417692,61998567
"987","The Aviator",2004,"notalk","notalk","FAIL",135651216,126536475,264654077
"988","The Bourne Supremacy",2004,"men","men","FAIL",104821395,217149789,355883988
"989","The Butterfly Effect",2004,"men-disagree","men","FAIL",16031507,71432302,118444284
"990","The Chronicles of Riddick",2004,"men-disagree","men","FAIL",147983145,71170953,132214001
"991","The Day After Tomorrow",2004,"ok","ok","PASS",154149110,230287423,686049183
"992","The Grudge",2004,"ok","ok","PASS",12331929,136094379,230953737
"993","The Incredibles",2004,"ok-disagree","ok","PASS",113453745,322407292,779510522
"994","The Life Aquatic with Steve Zissou",2004,"men","men","FAIL",61659644,29604924,42923407
"995","The Notebook",2004,"dubious","dubious","FAIL",36995786,99890827,126127005
"996","The Phantom of the Opera",2004,"men-disagree","men","FAIL",67825608,63171287,195122925
"997","The Polar Express",2004,"notalk","notalk","FAIL",209642789,240410531,393449767
"998","The Princess Diaries 2: Royal Engagement",2004,"ok","ok","PASS",55493679,117337605,150537624
"999","The Stepford Wives",2004,"ok","ok","PASS",123319288,73344915,118660249
"1000","The Terminal",2004,"notalk","notalk","FAIL",92489466,95047057,269667169
"1001","The Village",2004,"ok","ok","PASS",88398934,140827568,317721828
"1002","The Whole Ten Yards",2004,"notalk","notalk","FAIL",36995786,20130602,32462531
"1003","Troy",2004,"notalk","notalk","FAIL",184978932,164382856,597064223
"1004","Van Helsing",2004,"ok","ok","PASS",209642789,148168797,370143515
"1005","Vera Drake",2004,"ok","ok","PASS",13565122,4629167,16467879
"1006","White Chicks",2004,"ok","ok","PASS",24663858,85274051,137438109
"1007","Wimbledon",2004,"ok","ok","PASS",43161751,20794820,51382801
"1008","2 Fast 2 Furious",2003,"notalk","notalk","FAIL",96222609,160945047,299075134
"1009","21 grams",2003,"dubious","dubious","FAIL",25321739,20572268,75544402
"1010","Big Fish",2003,"notalk-disagree","notalk","FAIL",88626087,84109786,156276743
"1011","Bon voyage",2003,"ok","ok","PASS",25321739,2980024,10586685
"1012","Bruce Almighty",2003,"ok","ok","PASS",102553043,307285628,612120077
"1013","Charlie&#39;s Angels: Full Throttle",2003,"ok","ok","PASS",151930435,127639706,287654957
"1014","Cold Mountain",2003,"ok","ok","PASS",101286957,121079205,204640944
"1015","Cradle 2 the Grave",2003,"notalk","notalk","FAIL",31652174,43879701,71451544
"1016","Daddy Day Care",2003,"ok","ok","PASS",75965217,131861413,207999839
"1017","Daredevil",2003,"nowomen-disagree","nowomen","FAIL",101286957,129829011,231418562
"1018","Darkness Falls",2003,"notalk","notalk","FAIL",8862609,41198066,41198066
"1019","Dreamcatcher",2003,"nowomen","nowomen","FAIL",86093913,42648478,95824131
"1020","Final Destination 2",2003,"ok","ok","PASS",32918261,59375255,114450037
"1021","Finding Nemo",2003,"notalk-disagree","notalk","FAIL",119012174,481783272,1147664217
"1022","Freaky Friday",2003,"ok","ok","PASS",32918261,139551191,203615191
"1023","Girl with a Pearl Earring",2003,"ok","ok","PASS",15193043,14730114,54798208
"1024","Goodbye Lenin!",2003,"ok-disagree","ok","PASS",8102957,5145199,100507729
"1025","Holes",2003,"men-disagree","men","FAIL",25321739,85313907,91644342
"1026","Hollywood Homicide",2003,"notalk","notalk","FAIL",94956522,38245683,64706900
"1027","House of Sand and Fog",2003,"ok","ok","PASS",20890435,16466075,20457336
"1028","How to Lose a Guy in 10 Days",2003,"men-disagree","men","FAIL",63304348,133961521,224198644
"1029","Hulk",2003,"notalk","notalk","FAIL",173453913,167347872,310481535
"1030","Identity",2003,"notalk","notalk","FAIL",35450435,66002713,104051689
"1031","In the Cut",2003,"ok","ok","PASS",15193043,5972708,29998216
"1032","Jeepers Creepers II",2003,"ok","ok","PASS",31652174,45102830,45102830
"1033","Kill Bill: Vol. 1",2003,"ok-disagree","ok","PASS",69634783,88750338,228019903
"1034","Lara Croft Tomb Raider: The Cradle of Life",2003,"nowomen-disagree","nowomen","FAIL",113947826,83123367,198084062
"1035","Legally Blonde 2: Red, White &amp; Blonde",2003,"ok","ok","PASS",31652174,114756967,158690184
"1036","Les triplettes de Belleville",2003,"ok","ok","PASS",2532174,9244066,18282439
"1037","Lost In Translation",2003,"dubious-disagree","dubious","FAIL",5064348,56449060,142498954
"1038","Love Actually",2003,"ok-disagree","ok","PASS",56973913,75297075,313948928
"1039","Master and Commander: The Far Side of the World",2003,"nowomen","nowomen","FAIL",170921739,118918972,269565280
"1040","Mona Lisa Smile",2003,"ok","ok","PASS",82295652,80780273,178778023
"1041","Monster",2003,"ok","ok","PASS",6330435,43641017,73437720
"1042","Mystic River",2003,"ok","ok","PASS",37982609,114118990,198566990
"1043","Peter Pan",2003,"ok","ok","PASS",126608696,61301208,120601727
"1044","Pirates of the Caribbean: The Curse of the Black Pearl",2003,"men-disagree","men","FAIL",158260870,386677167,803907108
"1045","Pride and Prejudice",2003,"ok","ok","PASS",35450435,48583127,153093346
"1046","S.W.A.T.",2003,"ok","ok","PASS",88626087,147977201,262275924
"1047","Scary Movie 3",2003,"ok","ok","PASS",56973913,139269669,196496696
"1048","Secondhand Lions",2003,"notalk","notalk","FAIL",37982609,53265467,60648814
